Plotnummer,Rueckegasse,Esche markiert,Gefunden,Baumart,Hoehe,Anzahl Triebe,Einjaehriger Saemling,ETS abgestorben frisch,ETS abgestorben alt,ETS lebend,Verbiss lebend,Verbiss tot,Sonstige Gruende tot,Gruene Hoehe,Aceria fraxinivora,Nicht gerade,Bemerkungen
,,,,esch,24,3,,,,,1,,,,,,
,,,,esch,19,1,,,,,,,,,,,
,,,,esch,25,1,,,,,t1,,,19,,,
,,,,esch,24,3,,,,,2,,,,,,
8996,,,,bah,11,1,,,,,,,,,,,
,,,,WeideSa,13,,,,,,,,,,,,
,,,,esch,5,1,t,,,,,,,,,,
,,,,WeideSa,3,,,,,,,,,,,,
,,,,esch,6,1,,,,,,1,,,,,
,,,,lindewi,4,,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,no,t,esch,8,1,,,,,,,,,,,
,,,,esch,12,1,,,,,,,,,,,
,,,,lindewi,600,,,,,,,,,,,,
,,,,esch,15,,,,,,,,,,,,
,,so,t,esch,13,1,,,,,,,,,,,
,,,,esch,12,1,,,,,,,,,,,
,,,,lindewi,12,,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,WeideSa,6,,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,sw,t,esch,7,1,,,,,,,,,,,
8997,,nw,t,esch,10,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,lindewi,7,,,,,,,,,,,,
,,,,esch,6,1,,,,,,,,,,,
,,,,WeideSa,7,,,,,,,,,,,,
,,,,esch,4,1,,,,,,,,,,,
,,,,bah,10,,,,,,,,,,,,
,,,,esch,12,1,,,,,,,,,,,
,,,,esch,7,2,,,1,,,,t1,5,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,6,1,,,,,,,,,,,
,,,,esch,11,1,,,,,,,,,,,
,,,,lindewi,7,,,,,,,,,,,,
,,sw,t,esch,7,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,14,1,,,,,,,,,,,
,,,,bah,9,,,,,,,,,,,,
,,so,t,esch,10,1,,,,,,,,,,,
,,,,esch,4,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,6,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,11,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,5,1,,,,,,,,,,,
,,no,t,esch,9,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,16,1,,,,,,,,,,,
,,,,esch,12,1,,,,,,,,,,,
,,,,esch,13,1,,,,,,,,,,,
,,,,lindewi,7,,,,,,,,,,,,
8998,,no,t,esch,7,1,,,,,,,t1,5,,,
,,,,esch,4,1,,,,,,,,,,,
,,mitte,t,esch,7,1,,,,,,,,,,,
,,,,esch,6,1,,,,,,,,,,,
,,nw,t,esch,7,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,21,1,,,,,,,,,,,
,,,,esch,14,2,,,,,,,,,,,
,,,,esch,13,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,rbu,19,,,,,,,,,,,,
,,,,lindewi,8,,,,,,,,,,,,
,,so,t,esch,7,1,,,,,,,,,,,
8999,,nw,t,esch,19,4,,,,,,,,,,,
,,,,lindewi,19,,,,,,,,,,,,
,,,,esch,11,1,,,,,,,,,,,
,,,,esch,17,1,,,,,,,,,,,
,,,,hbu,16,,,,,,,,,,,,
,,,,esch,13,1,,,,,,,,,,,
,,,,esch,11,2,,,,,,,,,,,
,,,,lindewi,11,,,,,,,,,,,,
,,sw,f,esch,,,,,,,,,,,,,
,,,,esch,29,2,,,,,,,,,,,
,,,,esch,25,1,,,,,,,,,,,
,,,,esch,15,1,,,,,,,,,,,
,,,,hbu,17,,,,,,,,,,,,
,,,,hbu,17,,,,,,,,,,,,
,,,,esch,11,1,,,,,,,,,,,
,,,,esch,13,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,bah,14,,,,,,,,,,,,
,,mitte,f,esch,,,,,,,,,,,,,
,,,,esch,28,1,,,,,,,,,,,
,,,,esch,18,1,,,,,,,,,,,
,,,,esch,12,1,,,,,,,,,,,
,,,,esch,19,2,,,,,,,,,,,
,,,,esch,16,1,,,,,,,,,,,
,,so,t,esch,14,1,,,,,,,,,,,
,,,,hbu,35,,,,,,,,,,,,
9000,,,,hbu,62,,,,,,,,,,,,
,,,,hbu,50,,,,,,,,,,,,
,,,,lindewi,13,,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,15,2,,,,,,,,,,,
,,,,hbu,34,,,,,,,,,,,,
,,,,bah,28,,,,,,,,,,,,
,,,,bah,23,,,,,,,,,,,,
,,,,esch,20,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,19,1,,,,,,,,,,,
,,,,lindewi,22,,,,,,,,,,,,
,,no,t,esch,9,1,,,,,,,,,,,
,,,,hbu,15,,,,,,,,,,,,
,,so,t,esch,9,1,,,,,,,,,,,
,,,,esch,11,1,,,,,,,,,,,
,,,,esch,5,1,,,,,,,,,,,
,,mitte,t,esch,6,1,,,,,,,,,,,fast tot
9001,,so,t,esch,14,2,,,,,,,,,,,
,,,,bah,27,,,,,,,,,,,,
,,,,esch,35,1,,,,,,,,,,,
,,,,esch,39,1,,,,,,,,,,,
,,,,hbu,38,,,,,,,,,,,,
,,no,t,esch,25,1,,,,,,,,,,,
,,,,esch,16,1,,,,,,,,,,,
,,,,esch,18,1,,,,,,,,,,,
,,,,esch,35,4,,,,,,1,,,,,
,,,,hbu,48,,,,,,,,,,,,
,,,,esch,34,1,,,,,,,,,,,
,,,,bah,33,,,,,,,,,,,,
,,,,lindewi,20,,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,lindewi,51,,,,,,,,,,,,
,,,,hbu,47,,,,,,,,,,,,
,,sw,t,esch,8,1,,,,,,,,,,,
,,,,esch,14,2,,,,,,,,,,,
,,,,esch,15,1,,,,,,,,,,,
,,,,bah,20,,,,,,,,,,,,
,,,,bah,35,,,,,,,,,,,,
,,mitte,t,esch,20,2,,,,,,,,,,,
,,,,esch,22,1,,,,,,,,,,,
9002,,nw,t,esch,7,1,,,,,,,,,,,
,,,,esch,6,2,,,,,,,,,,,
,,,,esch,12,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,bah,8,,,,,,,,,,,,
,,,,hbu,10,,,,,,,,,,,,
,,sw,t,esch,22,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,rbu,19,,,,,,,,,,,,
,,,,esch,23,5,,,,,,,,,,,liegend Höhe aber zu gebrauchen
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,12,1,,,,,,,,,,,
,,,,esch,20,1,,,,,,,,,,,
,,no,t,esch,27,3,,,,,,,,,,,
,,,,esch,14,3,,,,,,,,,,,
,,,,esch,13,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,22,1,,,,,,,,,,,
,,,,esch,15,1,,,,,,,,,,,
,,so,t,esch,8,2,,,,,,,,,,,
9003,,nw,t,esch,5,1,,,,,,,,,,,
,,,,esch,5,1,,,,,,,,,,,
,,,,esch,6,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,sw,t,esch,5,1,,,,,,,,,,,
,,,,hbu,6,,,,,,,,,,,,
,,,,esch,5,,,,,,,,,,,,
,,no,t,esch,8,1,,,,,t1,,,8,,,
,,,,esch,6,1,,,,,,,,,,,
,,,,esch,6,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,so,t,esch,6,1,,,,,,,,,,,
,,,,esch,5,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,5,1,,,,,,,,,,,
,,,,esch,6,1,,,,,,,,,,,
,,,,lindewi,11,,,,,,,,,,,,
9004,,so,t,esch,22,1,,,,,,,,,,,
,,,,esch,15,1,,,,,,,,,,,
,,,,esch,15,1,,,,,,,,,,,
,,,,esch,29,1,,,,,,,,,,,
,,,,esch,20,1,,,,,,,,,,,
,,,,esch,12,1,,,,,,,,,,,
,,,,esch,21,1,,,,,,,,,,,
,,,,esch,21,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,16,1,,,,,,,,,,,
,,,,lindewi,13,,,,,,,,,,,,
,,,,esch,15,1,,,,,,,,,,,
,,no,t,esch,21,1,,,,,,,,,,,
,,,,esch,7,1,1,,,,,,,,,,
,,,,esch,8,1,1,,,,,,,,,,
,,,,esch,16,1,,,,,,,,,,,
,,,,esch,18,1,,,,,,,,,,,
,,,,esch,15,1,,,,,,,,,,,
,,,,esch,15,1,,,,,,,,,,,
,,,,esch,12,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,21,2,,,,,,,,,,,
,,,,esch,16,1,,,,,,,,,,,
,,,,esch,20,1,,,,,,,,,,,
,,,,esch,19,1,,,,,,,,,,,
,,,,esch,22,1,,,,,,,,,,,
,,,,esch,19,1,,,,,,,,,,,
,,,,hbu,20,,,,,,,,,,,,
,,,,bah,28,,,,,,,,,,,,
,,nw,t,esch,15,1,,,,,,,,,,,
,,,,esch,14,1,,,,,,,,,,,
,,,,esch,19,2,,,,,,,,,,,
,,,,esch,11,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,15,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,14,1,,,,,,,,,,,
,,,,esch,15,1,,,,,,,,,,,
,,,,bah,12,,,,,,,,,,,,
,,sw,t,esch,10,2,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,19,2,,,,,,,,,,,
,,,,esch,14,1,,,,,,,,,,,
,,,,esch,12,1,,,,,,,,,,,
,,,,esch,17,1,,,,,,,,,,,
,,,,esch,13,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
9005,,so,t,esch,12,1,,,,,,,,,,,
,,,,esch,4,1,1,,,,,,,,,,
,,,,bah,15,,,,,,,,,,,,
,,,,esch,16,1,,,,,,,,,,,
,,,,esch,23,1,,,,,,,,,,,
,,,,esch,17,1,,,,,,,,,,,
,,,,esch,9,1,1,,,,,,,,,,
,,,,esch,6,1,1,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,12,1,,,,,,,,,,,
,,mitte,t,esch,15,2,,,,,1,,,,,,
,,,,bah,14,,,,,,,,,,,,
,,,,esch,20,1,,,,,,,,,,,
,,nw,t,esch,21,1,,,,,,,,,,,
,,,,esch,19,1,,,,,,,,,,,
,,,,esch,25,1,,,,,,,,,,,
,,,,esch,18,3,,,,,1,,,,,,
,,,,esch,18,1,,,,,,,,,,,
,,,,esch,8,1,1,,,,,,,,,,
,,no,t,esch,19,1,,,,,,,,,,,
,,,,esch,28,2,,,,,1,,,,,,
,,,,esch,24,1,,,,,,,,,,,
,,,,esch,14,1,,,,,,,,,,,
,,,,esch,13,1,,,,,,,,,,,
,,,,esch,7,1,1,,,,,,,,,,
9006,,,,rbu,26,,,,,,,,,,,,
,,,,esch,17,2,,,,,1,,,,,,
,,,,esch,21,4,,,,,1,,1,,1,,
,,no,t,esch,15,1,,,,,,,,,,,
,,,,bah,25,,,,,,,,,,,,
,,,,esch,19,1,,,,,,,,,,,
,,,,esch,41,2,,,,,1,,,,,,
,,,,esch,18,1,,,,,,,1,18,1,,
,,,,esch,27,2,,,,,,,,,,,
,,,,esch,19,1,,,,,,,,,,,
,,mitte,t,esch,25,1,,,,,t1,,,,,,
,,sw,t,esch,13,1,,,,,,,,,,,
,,,,esch,15,3,,,,,,1,,,,,
,,,,bah,37,,,,,,,,,,,,
,,so,t,esch,27,4,,,,,,,,,,,
,,,,esch,15,2,,,,,,,,,,,
9007,,sw,t,esch,9,1,,,,,,,,,,,
,,,,esch,26,2,,,,,,,1,,,,
,,,,rbu,28,,,,,,,,,,,,
,,,,esch,25,1,,,,,,,,,,,
,,,,esch,14,1,,,,,,,,,,,
,,,,esch,40,1,,,,,,,,,,,
,,so,t,esch,12,1,,,,,,,,,,,
,,,,esch,13,1,,,,,,,,,,,
,,,,esch,18,1,,,,,,,,,,,
,,,,esch,19,1,,,,,,,,,,,
,,,,esch,13,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,rbu,33,,,,,,,,,,,,
,,nw,t,esch,17,1,,,,,,,,,,,
,,,,esch,13,1,,,,,,,,,,,
,,,,esch,12,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,12,1,,,,,,,,,,,
,,,,esch,36,2,,,,,,,,,,,
,,,,esch,23,4,,,,,,,,,,,
,,,,esch,15,1,,,,,,,,,,,
,,,,esch,14,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,17,1,,,,,,,,,,,
,,,,bah,21,,,,,,,,,,,,
,,,,esch,23,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,esch,17,1,,,,,,,,,,,
,,,,esch,12,1,,,,,,,,,,,
,,,,esch,27,1,,,,,,,,,,,
,,no,t,esch,7,1,,,,,,,,,,,
9008,,no,t,esch,11,1,,,,,,,,,,,war so
,,,,esch,12,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,13,1,,,,,,,,,,,
,,,,esch,11,1,,,,,,,,,,,
,,,,esch,13,1,,,,,,,,,,,
,,,,esch,11,1,,,,,,,,,,,
,,,,bah,29,,,,,,,,,,,,
,,,,bah,17,,,,,,,,,,,,
,,,,esch,14,1,,,,,,,,,,,
,,,,rbu,120,,,,,,,,,,,,
,,,,rbu,111,,,,,,,,,,,,
,,,,rbu,98,,,,,,,,,,,,
,,nw,t,esch,11,1,,,,,,,,,,,war makiert aber nicht im datensatz
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,12,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,11,1,,,,,,,,,,,
,,,,esch,13,1,,,,,,,,,,,
,,,,esch,12,1,,,,,,,,,,,
,,,,bah,45,,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,21,1,,,,,,,,,,,
,,so,t,esch,17,1,,,,,,,,,,,
,,,,esch,13,1,,,,,,,,,,,
,,,,esch,6,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,sw,t,esch,12,1,,,,,,,,,,t,
,,,,esch,11,1,,,,,,,,,,,
,,,,esch,15,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,,,bah,16,,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,,,,,
,,,,esch,23,1,,,,,,,,,,,
,,,,esch,13,1,,,,,,,,,,,
9009,,so,t,esch,8,1,,,,,,,1,,,,
,,,,esch,26,5,,,,,3,,,,,,
,,,,esch,12,1,,,,,,,,,,,
,,,,esch,10,1,t,,,,,,,,,,
,,sw,t,esch,25,5,,,,,2,,,,,,
,,,,esch,8,1,t,,,,,,,,,,
,,,,esch,23,2,,,,,,1,,,,,
,,,,esch,17,1,,,,,,,,,,,
,,,,esch,25,1,,,,,,,,,,,
,,,,esch,9,1,t,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,bah,14,,,,,,,,,,,,
,,nw,t,esch,11,1,,,,,,,,,,,
,,no,t,esch,19,3,,,,,t3,,,19,,,
,,,,bah,6,,,,,,,,,,,,
9010,,,,bah,7,,,,,,,,,,,,
,,,,esch,7,1,t,,,,,,,,,,
,,,,bah,32,,,,,,,,,,,,
,,Mitte,t,esch,24,1,,,,,,,,,,,
,,,,esch,14,1,,,,,,,,,,,
,,,,ulmb,67,,,,,,,,,,,,
,,,,bah,20,,,,,,,,,,,,
,,,,esch,43,1,,,,,,,,,,,
,,nw,t,esch,14,1,,,,,,,1,,,,maus gefressen
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,22,1,,,,,,,,,,,
,,,,bah,19,,,,,,,,,,,,
,,,,bah,15,,,,,,,,,,,,
9011,,so,t,esch,10,1,,,,,,,,,,,
,,,,esch,14,1,,,,,,,,,,,
,,,,bah,12,1,,,,,,,,,,,
,,,,esch,13,4,,,,,,,2,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,13,1,,,,,,,,,,,
,,,,esch,24,1,,,,,,,,,,,
,,,,bah,21,,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,9,1,,,,,,,,,,,
,,sw,t,esch,8,1,,,,,,,,,,,
,,no,t,esch,7,1,,,,,,,1,,,,tot;abgefressen
,,,,esch,6,1,,,,,,,,,,,
,,,,esch,11,1,,,,,,,,,,,
,,,,esch,12,1,,,,,,,,,,,
,,,,esch,24,4,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,6,1,,,,,,,,,,,
,,,,esch,10,1,,,,,,,1,,,,
,,,,esch,14,1,,,,,,,,,,,
,,,,esch,15,1,,,,,,,,,,,
,,,,esch,40,,,,,,,,,,,,
,,,,hbu,34,,,,,,,,,,,,
,,Mitte,t,esch,21,3,,,,,,,1,,,,
9012,,sw,t,esch,7,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,Mitte,t,esch,16,1,,,,,,,,,,,
,,,,esch,12,1,,,,,,,,,,,
9013,,,,lindewi,4,,,,,,,,,,,,
,,,,hbu,8,,,,,,,,,,,,
,,sw,t,esch,8,1,,,,,,,,,,,
,,,,hbu,8,,,,,,,,,,,,
,,,,lindewi,60,,,,,,,,,,,,
,,,,bah,18,,,,,,,,,,,,
,,,,hbu,21,,,,,,,,,,,,
,,so,t,esch,15,1,,,,,,,,,,,
,,,,esch,14,1,,,,,,,,,,,
,,,,lindewi,13,,,,,,,,,,,,
,,nw,t,esch,6,1,,,,,,,,,,,
9014,,,,lindewi,6,,,,,,,,,,,,
,,,,lindewi,5,,,,,,,,,,,,
,,,,lindewi,8,,,,,,,,,,,,
,,,,hbu,43,,,,,,,,,,,,
,,,,WeideSa,16,,,,,,,,,,,,
,,,,lindewi,6,,,,,,,,,,,,
,,,,pappel,38,,,,,,,,,,,,
,,,,lindewi,7,,,,,,,,,,,,
,,,,lindewi,10,,,,,,,,,,,,
,,,,lindewi,7,,,,,,,,,,,,
,,,,lindewi,7,,,,,,,,,,,,
,,,,lindewi,5,,,,,,,,,,,,
,,,,lindewi,7,,,,,,,,,,,,
9015,,nw,t,esch,6,,,,,,,,,,,,
,,,,lindewi,126,,,,,,,,,,,,stockausschlag im nw
,,,,hbu,12,,,,,,,,,,,,
,,,,esch,7,,,,,,,,,,,,
,,so,t,esch,7,1,,,,,,,,,,,
,,no,t,esch,14,1,,,,,,,,,,,
,,,,lindewi,24,,,,,,,,,,,,
,,,,lindewi,10,,,,,,,,,,,,
9016,,nw,t,esch,9,1,,,,,,,,,,,
,,,,bah,5,,,,,,,,,,,,
,,,,esch,11,1,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,sw,t,esch,12,2,,,,,,,,,,,
,,,,esch,13,3,,,,,,,,,,,
,,no,t,esch,11,1,,,,,,,,,,,
,,,,esch,6,1,t,,,,,,,,,,
,,,,hbu,8,,,,,,,,,,,,
,,,,esch,13,1,,,,,,,,,,,
9017,,so,f,esch,,,,,,,,,,,,,große esche im nw u. sw umgefallen
,,,,esch,10,1,,,,,,,,,,,125 in nw 
,,,,hbu,11,,,,,,,,,,,,
,,,,hbu,28,,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,bah,26,,,,,,,,,,,,
,,,,esch,7,,,,,,,,,,,,
,,no,t,esch,3,1,,,,,,,1,,,,tot
,,,,lindewi,71,,,,,,,,,,,,
,,,,lindewi,145,,,,,,,,,,,,
,,sw,t,esch,7,1,,,,,,,,,,,
,,,,hbu,34,,,,,,,,,,,,
,,,,hbu,31,,,,,,,,,,,,
,,,,esch,17,1,,,,,,,,,,,
,,,,hbu,5,,,,,,,,,,,,
,,,,esch,7,1,,,,,,,,,,,
,,,,esch,8,1,,,,,,,,,,,
,,,,esch,6,1,,,,,,,,,,,
,,nw,f,esch,,,,,,,,,,,,,baum drauf
