"ID_plot","Plotnummer","Flaeche","Rand","Zaun","Rueckegasse","keine.baeume","Flaeche.bedeckt","x","y","n_trees","n_species","n_ash","height_mean","height_median","height_max","height_min","n_ets_new","n_ets_old","n_ets_total","ets_ratio","im_zaun"
"17Ste",17,"Stegelitz",0,0,0,0,1,830938.573226019,5904462.99271001,6,3,2,361.3,480.5,533,80,0,0,0,0,0
"18Ste",18,"Stegelitz",0,0,0,1,0,830941.513629271,5904472.74179876,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"19Ste",19,"Stegelitz",0,0,0,0,1,830951.255363141,5904470.43862584,1,1,0,1742,1742,1742,1742,0,0,0,NA,0
"20Ste",20,"Stegelitz",0,0,0,0,0,830948.314959888,5904460.68953709,3,1,3,83.7,80,101,70,0,0,0,0,0
"21Ste",21,"Stegelitz",0,0,0,0,0,830945.374556636,5904450.94044833,9,4,3,111.6,82,253,54,2,0,2,0.666666666666667,0
"22Ste",22,"Stegelitz",0,0,0,0,0,830942.434153384,5904441.19135958,12,4,7,169.2,120.5,426,68,0,0,0,0,0
"35Ste",35,"Stegelitz",0,0,0,0,0,830952.175887253,5904438.88818666,21,2,3,179,170,435,65,0,0,0,0,0
"36Ste",36,"Stegelitz",0,0,0,0,0,830955.116290506,5904448.63727541,6,2,5,247.5,180,687,59,0,2,2,0.4,0
"37Ste",37,"Stegelitz",0,0,0,0,0,830958.056693758,5904458.38636416,17,3,14,196.8,108,805,63,0,1,1,0.0714285714285714,0
"38Ste",38,"Stegelitz",0,0,0,0,0,830960.99709701,5904468.13545291,1,1,0,411,411,411,411,0,0,0,NA,0
"39Ste",39,"Stegelitz",0,0,0,0,0,830970.73883088,5904465.83227999,11,1,11,80.8,78,135,47,0,0,0,0,0
"40Ste",40,"Stegelitz",0,0,0,0,0,830967.798427628,5904456.08319124,22,3,17,353.9,223,2215,88,0,3,3,0.176470588235294,0
"57Ste",57,"Stegelitz",0,0,0,0,0,830977.540161497,5904453.78001832,8,2,2,672.8,677.5,1384,63,0,0,0,0,0
"58Ste",58,"Stegelitz",0,0,0,0,0,830980.48056475,5904463.52910707,18,3,2,186.3,161.5,375,85,0,0,0,0,0
"59Ste",59,"Stegelitz",0,0,0,0,0,830993.162701872,5904470.9750229,43,5,34,250.9,112,2525,20,2,0,2,0.0588235294117647,0
"60Ste",60,"Stegelitz",0,0,0,0,0,830990.222298619,5904461.22593415,23,3,16,218.3,150,780,60,0,0,0,0,0
"80Ste",80,"Stegelitz",0,0,0,0,0,831002.904435741,5904468.67184998,17,4,13,125.6,105,361,35,0,2,2,0.153846153846154,0
"81Ste",81,"Stegelitz",0,0,0,0,1,831012.646169611,5904466.36867706,1,1,1,260,260,260,260,0,1,1,1,0
"79Ste",79,"Stegelitz",0,0,0,0,0,830999.964032489,5904458.92276123,5,2,3,460.4,169,1715,80,0,1,1,0.333333333333333,0
"11Ste",11,"Stegelitz",0,0,0,0,0,830920.930806505,5904404.4981775,3,2,0,811,855,970,608,0,0,0,NA,0
"6Ste",6,"Stegelitz",0,0,0,0,0,830917.06987914,5904426.29952793,10,3,8,147.1,121,368,94,0,1,1,0.125,0
"13Ste",13,"Stegelitz",0,0,0,0,0,830926.811613009,5904423.996355,77,5,21,186.2,168,828,49,0,1,1,0.0476190476190476,0
"24Ste",24,"Stegelitz",0,0,0,0,0,830936.553346879,5904421.69318208,36,3,8,167.7,156,405,1,0,1,1,0.125,0
"33Ste",33,"Stegelitz",0,0,0,1,0,830946.295080749,5904419.39000916,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"44Ste",44,"Stegelitz",0,0,0,0,0,830956.036814618,5904417.08683624,38,2,2,245.5,196,1033,1,1,1,1,0.5,0
"53Ste",53,"Stegelitz",0,0,0,0,0,830965.778548488,5904414.78366332,34,1,0,235.1,222.5,711,74,0,0,0,NA,0
"65Ste",65,"Stegelitz",0,0,0,0,0,830975.520282358,5904412.48049039,34,5,16,268.2,150.5,2581,70,0,0,0,0,0
"74Ste",74,"Stegelitz",0,0,0,0,0,830985.262016227,5904410.17731747,28,4,15,204.6,165.5,626,81,0,0,0,0,0
"87Ste",87,"Stegelitz",0,0,0,0,1,830995.003750097,5904407.87414455,9,3,5,93.8,93,134,67,0,0,0,0,0
"88Ste",88,"Stegelitz",0,0,0,0,0,830992.063346845,5904398.1250558,7,3,1,71.3,60,118,54,0,0,0,0,0
"73Ste",73,"Stegelitz",0,0,0,0,0,830982.321612975,5904400.42822872,80,4,25,135.3,123.5,508,55,1,1,2,0.08,0
"66Ste",66,"Stegelitz",0,0,0,0,0,830972.579879106,5904402.73140164,18,4,14,114.3,104.5,218,72,0,0,0,0,0
"52Ste",52,"Stegelitz",0,0,0,0,0,830962.838145236,5904405.03457456,5,2,4,222.8,183,483,102,0,0,0,0,0
"45Ste",45,"Stegelitz",0,0,0,0,0,830953.096411366,5904407.33774749,8,3,5,312.7,118,1200,40,0,2,2,0.4,0
"32Ste",32,"Stegelitz",0,0,0,0,1,830943.354677496,5904409.64092041,2,1,2,105,105,181,29,0,0,0,0,0
"25Ste",25,"Stegelitz",0,0,0,0,0,830933.612943627,5904411.94409333,112,1,0,440,435,748,185,0,0,0,NA,0
"12Ste",12,"Stegelitz",0,0,0,0,0,830923.871209757,5904414.24726625,17,4,13,136,109,382,54,1,0,1,0.0769230769230769,0
"7Ste",7,"Stegelitz",0,0,0,0,1,830914.129475887,5904416.55043917,33,1,33,112.6,117,179,32,0,1,1,0.0303030303030303,0
"5Ste",5,"Stegelitz",0,0,0,0,0,830920.010282392,5904436.04861668,5,2,3,411.6,100,1010,67,0,0,0,0,0
"14Ste",14,"Stegelitz",0,0,0,0,0,830929.752016262,5904433.74544375,4,2,3,114,74,268,40,0,0,0,0,0
"23Ste",23,"Stegelitz",0,0,0,0,1,830939.493750131,5904431.44227083,8,2,3,156.9,154.5,277,55,0,0,0,0,0
"34Ste",34,"Stegelitz",0,0,0,0,0,830949.235484001,5904429.13909791,32,2,16,252.2,224.5,946,34,0,2,2,0.125,0
"43Ste",43,"Stegelitz",0,0,0,0,0,830958.977217871,5904426.83592499,15,4,4,471.1,226,4060,96,0,0,0,0,0
"54Ste",54,"Stegelitz",0,0,0,0,0,830968.718951741,5904424.53275207,3,3,1,1154,411,2989,62,0,0,0,0,0
"64Ste",64,"Stegelitz",0,0,0,0,0,830978.46068561,5904422.22957914,21,7,6,888.8,515,5861,100,0,0,0,0,0
"75Ste",75,"Stegelitz",0,0,0,0,0,830988.20241948,5904419.92640622,25,6,9,243.2,171,588,56,0,0,0,0,0
"86Ste",86,"Stegelitz",0,0,0,0,1,830997.94415335,5904417.6232333,13,4,4,102.7,76,280,52,0,0,0,0,0
"85Ste",85,"Stegelitz",0,0,0,0,0,831000.884556602,5904427.37232205,20,2,18,86.6,73.5,236,41,0,0,0,0,0
"76Ste",76,"Stegelitz",0,0,0,0,0,830991.142822732,5904429.67549497,16,4,9,179.8,143,516,40,0,0,0,0,0
"63Ste",63,"Stegelitz",0,0,0,0,0,830981.401088862,5904431.9786679,12,5,2,833.6,753.5,1988,124,0,0,0,0,0
"55Ste",55,"Stegelitz",0,0,0,0,0,830971.659354993,5904434.28184082,3,3,1,481.7,670,675,100,0,0,0,0,0
"42Ste",42,"Stegelitz",0,0,0,0,0,830961.917621123,5904436.58501374,17,2,7,176,145,360,81,0,0,0,0,0
"41Ste",41,"Stegelitz",0,0,0,0,0,830964.858024375,5904446.33410249,42,8,29,150.2,114,777,55,1,0,1,0.0344827586206897,0
"56Ste",56,"Stegelitz",0,0,0,0,1,830974.599758245,5904444.03092957,26,2,2,187.5,131.5,641,1,0,0,0,0,0
"62Ste",62,"Stegelitz",0,0,0,0,1,830984.341492115,5904441.72775665,2,1,0,3289.5,3289.5,3619,2960,0,0,0,NA,0
"77Ste",77,"Stegelitz",0,0,0,0,0,830994.083225984,5904439.42458372,2,2,1,133.5,133.5,200,67,0,0,0,0,0
"84Ste",84,"Stegelitz",0,0,0,0,0,831003.824959854,5904437.1214108,17,3,10,142.5,81,536,43,0,0,0,0,0
"83Ste",83,"Stegelitz",0,0,0,0,0,831006.765363107,5904446.87049955,2,2,1,2015.5,2015.5,3951,80,0,0,0,0,0
"82Ste",82,"Stegelitz",0,0,0,0,0,831009.705766359,5904456.6195883,12,4,7,455.7,202,1911,65,1,0,1,0.142857142857143,0
"78Ste",78,"Stegelitz",0,0,0,0,0,830997.023629237,5904449.17367247,5,2,0,377.4,204,1228,75,0,0,0,NA,0
"61Ste",61,"Stegelitz",0,0,0,0,0,830987.281895367,5904451.4768454,33,3,1,405.5,217,2645,65,0,0,0,0,0
"4Gre",4,"Greifswald",0,0,0,0,0,791201.733213862,6000223.5765813,3,2,0,253.7,261,380,120,0,0,0,NA,1
"17Gre",17,"Greifswald",0,0,0,1,0,791196.79551213,6000215.22738363,0,0,0,NA,NA,NA,NA,0,0,0,NA,1
"24Gre",24,"Greifswald",0,0,0,1,0,791191.857810397,6000206.87818597,0,0,0,NA,NA,NA,NA,0,0,0,NA,1
"37Gre",37,"Greifswald",0,0,0,1,0,791186.920108664,6000198.52898831,0,0,0,NA,NA,NA,NA,0,0,0,NA,1
"44Gre",44,"Greifswald",0,0,0,1,0,791181.982406931,6000190.17979065,0,0,0,NA,NA,NA,NA,0,0,0,NA,1
"56Gre",56,"Greifswald",0,0,0,0,0,791177.044705198,6000181.83059299,3,1,0,193.3,166,254,160,0,0,0,NA,1
"65Gre",65,"Greifswald",0,0,0,0,0,791172.107003466,6000173.48139532,9,1,0,123.7,121,144,98,0,0,0,NA,1
"71Gre",71,"Greifswald",0,0,0,0,0,791208.522349704,6000139.79101727,1,1,0,161,161,161,161,0,0,0,NA,0
"72Gre",72,"Greifswald",0,0,0,1,0,791200.25174011,6000144.85925335,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"73Gre",73,"Greifswald",0,0,0,0,0,791191.981130515,6000149.92748943,2,1,2,209.5,209.5,240,179,0,0,0,0,0
"74Gre",74,"Greifswald",0,0,0,1,0,791183.710520921,6000154.99572551,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"75Gre",75,"Greifswald",0,0,0,0,0,791175.439911327,6000160.06396158,11,2,0,94.1,98,124,47,0,0,0,NA,0
"76Gre",76,"Greifswald",0,0,0,0,0,791167.169301733,6000165.13219766,1,1,0,118,118,118,118,0,0,0,NA,0
"77Gre",77,"Greifswald",0,0,0,0,0,791158.898692139,6000170.20043374,15,2,13,82.7,80,134,30,0,0,0,0,0
"78Gre",78,"Greifswald",0,0,0,1,0,791150.628082544,6000175.26866982,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"79Gre",79,"Greifswald",0,0,0,1,0,791142.35747295,6000180.33690589,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"80Gre",80,"Greifswald",0,0,0,1,0,791134.086863356,6000185.40514197,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"81Gre",81,"Greifswald",0,0,0,0,0,791129.149161623,6000177.05594431,6,2,1,93.8,83.5,159,62,0,0,0,0,0
"82Gre",82,"Greifswald",0,0,0,1,0,791137.419771217,6000171.98770823,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"83Gre",83,"Greifswald",0,0,0,0,0,791145.690380812,6000166.91947216,11,1,0,89.5,86,133,71,0,0,0,NA,0
"84Gre",84,"Greifswald",0,0,0,0,0,791153.960990406,6000161.85123608,8,2,5,76.1,80,110,46,0,0,0,0,0
"85Gre",85,"Greifswald",0,0,0,0,0,791162.2316,6000156.783,1,1,0,83,83,83,83,0,0,0,NA,0
"86Gre",86,"Greifswald",0,0,0,0,0,791170.502209594,6000151.71476392,11,3,5,122.3,91,365,56,0,0,0,0,0
"87Gre",87,"Greifswald",0,0,0,0,0,791178.772819189,6000146.64652784,1,1,1,262,262,262,262,0,0,0,0,0
"88Gre",88,"Greifswald",0,0,0,0,0,791187.043428783,6000141.57829177,5,1,5,70.8,64,96,45,0,0,0,0,0
"89Gre",89,"Greifswald",0,0,0,1,0,791195.314038377,6000136.51005569,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"90Gre",90,"Greifswald",0,0,0,0,0,791203.584647971,6000131.44181961,5,1,5,59.4,59,70,51,0,0,0,0,0
"91Gre",91,"Greifswald",0,0,0,1,0,791198.646946238,6000123.09262195,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"92Gre",92,"Greifswald",0,0,0,1,0,791190.376336644,6000128.16085803,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"93Gre",93,"Greifswald",0,0,0,1,0,791182.10572705,6000133.2290941,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"94Gre",94,"Greifswald",0,0,0,1,0,791173.835117456,6000138.29733018,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"95Gre",95,"Greifswald",0,0,0,0,0,791165.564507862,6000143.36556626,3,2,0,143,111,253,65,0,0,0,NA,0
"7Gre",7,"Greifswald",0,0,0,0,0,791226.545042645,6000208.37187306,14,2,5,869.6,225,3051,66,5,5,5,1,1
"14Gre",14,"Greifswald",0,0,0,0,1,791221.607340912,6000200.0226754,1,1,0,414,414,414,414,0,0,0,NA,1
"27Gre",27,"Greifswald",0,0,0,1,0,791216.669639179,6000191.67347774,0,0,0,NA,NA,NA,NA,0,0,0,NA,1
"34Gre",34,"Greifswald",0,0,0,1,1,791211.731937447,6000183.32428008,0,0,0,NA,NA,NA,NA,0,0,0,NA,1
"47Gre",47,"Greifswald",0,0,0,1,1,791206.794235714,6000174.97508241,0,0,0,NA,NA,NA,NA,0,0,0,NA,1
"53Gre",53,"Greifswald",0,0,0,1,0,791201.856533981,6000166.62588475,0,0,0,NA,NA,NA,NA,0,0,0,NA,1
"68Gre",68,"Greifswald",0,0,0,0,0,791196.918832248,6000158.27668709,1,1,0,146,146,146,146,0,0,0,NA,1
"52Gre",52,"Greifswald",0,0,0,1,1,791210.127143575,6000161.55764867,0,0,0,NA,NA,NA,NA,0,0,0,NA,1
"48Gre",48,"Greifswald",0,0,0,1,0,791215.064845308,6000169.90684634,0,0,0,NA,NA,NA,NA,0,0,0,NA,1
"33Gre",33,"Greifswald",0,0,0,1,1,791220.002547041,6000178.256044,0,0,0,NA,NA,NA,NA,0,0,0,NA,1
"28Gre",28,"Greifswald",0,0,0,1,1,791224.940248774,6000186.60524166,0,0,0,NA,NA,NA,NA,0,0,0,NA,1
"13Gre",13,"Greifswald",0,0,0,1,1,791229.877950507,6000194.95443932,0,0,0,NA,NA,NA,NA,0,0,0,NA,1
"8Gre",8,"Greifswald",0,0,0,1,0,791234.815652239,6000203.30363698,0,0,0,NA,NA,NA,NA,0,0,0,NA,1
"9Gre",9,"Greifswald",0,0,0,0,0,791243.086261833,6000198.23540091,4,2,0,1109.2,697,2851,192,0,0,0,NA,1
"12Gre",12,"Greifswald",0,0,0,1,0,791238.148560101,6000189.88620324,0,0,0,NA,NA,NA,NA,0,0,0,NA,1
"29Gre",29,"Greifswald",0,0,0,0,0,791233.210858368,6000181.53700558,1,1,0,183,183,183,183,0,0,0,NA,1
"32Gre",32,"Greifswald",0,0,0,1,0,791228.273156635,6000173.18780792,0,0,0,NA,NA,NA,NA,0,0,0,NA,1
"49Gre",49,"Greifswald",0,0,0,1,0,791223.335454902,6000164.83861026,0,0,0,NA,NA,NA,NA,0,0,0,NA,1
"51Gre",51,"Greifswald",0,0,0,1,0,791218.39775317,6000156.4894126,0,0,0,NA,NA,NA,NA,0,0,0,NA,1
"50Gre",50,"Greifswald",0,0,0,0,0,791231.606064497,6000159.77037418,3,2,0,474.7,526,594,304,0,0,0,NA,1
"31Gre",31,"Greifswald",0,0,0,1,1,791236.543766229,6000168.11957184,0,0,0,NA,NA,NA,NA,0,0,0,NA,1
"30Gre",30,"Greifswald",0,0,0,0,0,791241.481467962,6000176.46876951,21,2,15,211.4,159,1141,70,7,7,7,0.466666666666667,1
"11Gre",11,"Greifswald",0,0,0,1,1,791246.419169695,6000184.81796717,0,0,0,NA,NA,NA,NA,0,0,0,NA,1
"10Gre",10,"Greifswald",0,0,0,0,0,791251.356871428,6000193.16716483,11,2,0,311.3,192,1008,116,0,0,0,NA,1
"70Gre",70,"Greifswald",0,0,0,1,0,791213.460051437,6000148.14021493,0,0,0,NA,NA,NA,NA,0,0,0,NA,1
"69Gre",69,"Greifswald",0,0,0,0,0,791205.189441843,6000153.20845101,5,1,5,69,65,82,56,1,1,1,0.2,1
"67Gre",67,"Greifswald",0,0,0,1,1,791188.648222654,6000163.34492317,0,0,0,NA,NA,NA,NA,0,0,0,NA,1
"54Gre",54,"Greifswald",0,0,0,1,1,791193.585924387,6000171.69412083,0,0,0,NA,NA,NA,NA,0,0,0,NA,1
"46Gre",46,"Greifswald",0,0,0,1,1,791198.52362612,6000180.04331849,0,0,0,NA,NA,NA,NA,0,0,0,NA,1
"35Gre",35,"Greifswald",0,0,0,0,0,791203.461327852,6000188.39251615,2,1,2,92,92,172,12,0,1,1,0.5,1
"26Gre",26,"Greifswald",0,0,0,0,0,791208.399029585,6000196.74171382,7,3,1,219.6,170,496,136,0,0,0,0,1
"15Gre",15,"Greifswald",0,0,0,0,0,791213.336731318,6000205.09091148,2,1,2,757.5,757.5,906,609,1,1,1,0.5,1
"6Gre",6,"Greifswald",0,0,0,0,0,791218.274433051,6000213.44010914,6,2,5,452.7,513.5,601,161,1,4,4,0.8,1
"5Gre",5,"Greifswald",0,0,0,0,0,791210.003823456,6000218.50834522,9,3,1,196,146,440,100,0,0,0,0,1
"16Gre",16,"Greifswald",0,0,0,0,0,791205.066121724,6000210.15914756,13,3,0,151.3,110,639,71,0,0,0,NA,1
"25Gre",25,"Greifswald",0,0,0,1,0,791200.128419991,6000201.80994989,0,0,0,NA,NA,NA,NA,0,0,0,NA,1
"36Gre",36,"Greifswald",0,0,0,1,0,791195.190718258,6000193.46075223,0,0,0,NA,NA,NA,NA,0,0,0,NA,1
"66Gre",66,"Greifswald",0,0,0,1,0,791180.37761306,6000168.41315925,0,0,0,NA,NA,NA,NA,0,0,0,NA,1
"1Gre",1,"Greifswald",0,0,0,0,0,791176.92138508,6000238.78128953,2,2,1,232.5,232.5,275,190,0,1,1,1,0
"2Gre",2,"Greifswald",0,0,0,1,1,791185.191994674,6000233.71305345,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"3Gre",3,"Greifswald",0,0,0,1,0,791193.462604268,6000228.64481737,0,0,0,NA,NA,NA,NA,0,0,0,NA,1
"18Gre",18,"Greifswald",0,0,0,1,0,791188.524902535,6000220.29561971,0,0,0,NA,NA,NA,NA,0,0,0,NA,1
"19Gre",19,"Greifswald",0,0,0,1,0,791180.254292941,6000225.36385579,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"20Gre",20,"Greifswald",0,0,0,0,0,791171.983683347,6000230.43209187,2,1,0,237,237,281,193,0,0,0,NA,0
"21Gre",21,"Greifswald",0,0,0,0,0,791167.045981614,6000222.08289421,3,2,1,689.3,519,1121,428,0,0,0,0,0
"22Gre",22,"Greifswald",0,0,0,1,0,791175.316591208,6000217.01465813,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"23Gre",23,"Greifswald",0,0,0,1,0,791183.587200803,6000211.94642205,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"38Gre",38,"Greifswald",0,0,0,1,0,791178.64949907,6000203.59722439,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"39Gre",39,"Greifswald",0,0,0,1,0,791170.378889475,6000208.66546046,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"40Gre",40,"Greifswald",0,0,0,1,0,791162.108279881,6000213.73369654,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"41Gre",41,"Greifswald",0,0,0,0,0,791157.170578148,6000205.38449888,2,2,1,275.5,275.5,355,196,0,0,0,0,0
"60Gre",60,"Greifswald",0,0,0,1,1,791143.962266821,6000202.1035373,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"42Gre",42,"Greifswald",0,0,0,1,0,791165.441187743,6000200.3162628,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"43Gre",43,"Greifswald",0,0,0,1,0,791173.711797337,6000195.24802673,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"57Gre",57,"Greifswald",0,0,0,1,0,791168.774095604,6000186.89882906,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"58Gre",58,"Greifswald",0,0,0,1,0,791160.50348601,6000191.96706514,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"59Gre",59,"Greifswald",0,0,0,0,0,791152.232876416,6000197.03530122,3,3,1,578,333,1138,263,0,0,0,0,0
"61Gre",61,"Greifswald",0,0,0,1,0,791139.024565089,6000193.75433963,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"62Gre",62,"Greifswald",0,0,0,0,0,791147.295174683,6000188.68610356,1,1,0,121,121,121,121,0,0,0,NA,0
"63Gre",63,"Greifswald",0,0,0,1,0,791155.565784277,6000183.61786748,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"64Gre",64,"Greifswald",0,0,0,0,0,791163.836393871,6000178.5496314,1,1,0,69,69,69,69,0,0,0,NA,0
"100Gre",100,"Greifswald",0,0,0,0,0,791124.21145989,6000168.70674665,1,1,1,330,330,330,330,0,0,0,0,0
"99Gre",99,"Greifswald",0,0,0,1,1,791132.482069485,6000163.63851057,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"98Gre",98,"Greifswald",0,0,0,1,0,791140.752679079,6000158.57027449,0,0,0,NA,NA,NA,NA,0,0,0,NA,0
"97Gre",97,"Greifswald",0,0,0,0,0,791149.023288673,6000153.50203842,7,2,5,98,101,124,61,0,0,0,0,0
"SUMME",96,"Greifswald",0,0,0,0,0,791157.293898267,6000148.43380234,1,1,1,49,49,49,49,0,0,0,0,0
"1",780,"9",50,4,37,160,63,NA,NA,15984,35,5918,211.897490456224,120,9990,1,303,275,478,0.080770530584657,NA
